injection_onto_id, flatten_idx, x,y,z, 267999740, 182805258, 146658879, 113846682
962, 236134, 39, 28, 25,0.000000,0.000000,0.000000,0.000000
962, 217619, 39, 29, 23,0.000000,0.000000,0.000000,0.000000
962, 226934, 39, 29, 24,0.000000,0.000000,0.000000,0.000000
962, 217734, 39, 30, 23,0.000000,0.000000,0.000000,0.000000
962, 217849, 39, 31, 23,0.000000,0.000000,0.000000,0.000000
962, 217964, 39, 32, 23,0.000000,0.000000,0.000000,0.000000
962, 218079, 39, 33, 23,0.000000,0.000000,0.000000,0.000000
962, 218194, 39, 34, 23,0.000000,0.000000,0.000000,0.000000
962, 218309, 39, 35, 23,0.000000,0.000000,0.000000,0.000000
962, 218424, 39, 36, 23,0.000000,0.000000,0.000000,0.000000
962, 327905, 40, 16, 35,0.000000,0.000000,0.000000,0.000000
962, 300075, 40, 17, 32,0.000000,0.000000,0.000000,0.000000
962, 309390, 40, 17, 33,0.000000,0.000000,0.000000,0.000000
962, 318705, 40, 17, 34,0.000000,0.000000,0.000000,0.000000
962, 328020, 40, 17, 35,0.000000,0.000000,0.000000,0.000000
962, 309505, 40, 18, 33,0.000000,0.000000,0.000000,0.000000
962, 318820, 40, 18, 34,0.000000,0.000000,0.000000,0.000000
962, 328135, 40, 18, 35,0.000000,0.000000,0.000000,0.000000
962, 272360, 40, 19, 29,0.000000,0.000006,0.000000,0.000000
962, 281675, 40, 19, 30,0.000000,0.000000,0.000055,0.000000
962, 290990, 40, 19, 31,0.000000,0.000000,0.000000,0.000000
962, 309620, 40, 19, 33,0.000000,0.000000,0.000000,0.000000
962, 318935, 40, 19, 34,0.000000,0.000000,0.000000,0.000000
962, 272475, 40, 20, 29,0.000000,0.000002,0.000000,0.000000
962, 281790, 40, 20, 30,0.000000,0.000000,0.000001,0.000000
962, 291105, 40, 20, 31,0.000000,0.000000,0.000000,0.000000
962, 309735, 40, 20, 33,0.000000,0.000000,0.000000,0.000000
962, 319050, 40, 20, 34,0.000000,0.000000,0.000000,0.000000
962, 253960, 40, 21, 27,0.000000,0.000007,0.000000,0.000000
962, 263275, 40, 21, 28,0.000000,0.000000,0.000000,0.000000
962, 272590, 40, 21, 29,0.000000,0.000000,0.000000,0.000000
962, 281905, 40, 21, 30,0.000000,0.000000,0.000000,0.000000
962, 291220, 40, 21, 31,0.000000,0.000000,0.000000,0.000000
962, 309850, 40, 21, 33,0.000000,0.000000,0.000000,0.000000
962, 319165, 40, 21, 34,0.000000,0.000000,0.000000,0.000000
962, 244760, 40, 22, 26,0.000001,0.000000,0.000000,0.000000
962, 254075, 40, 22, 27,0.000000,0.000000,0.000000,0.000000
962, 263390, 40, 22, 28,0.000000,0.000000,0.000000,0.000000
962, 272705, 40, 22, 29,0.000000,0.000000,0.000000,0.000000
962, 282020, 40, 22, 30,0.000000,0.000000,0.000000,0.000000
962, 291335, 40, 22, 31,0.000000,0.000000,0.000000,0.000000
962, 244875, 40, 23, 26,0.000000,0.000000,0.000000,0.000000
962, 254190, 40, 23, 27,0.000000,0.000000,0.000000,0.000000
962, 263505, 40, 23, 28,0.000000,0.000000,0.000000,0.000000
962, 291450, 40, 23, 31,0.000000,0.000000,0.000000,0.000000
962, 235675, 40, 24, 25,0.000000,0.000000,0.000000,0.000000
962, 244990, 40, 24, 26,0.000000,0.000000,0.000000,0.000000
962, 254305, 40, 24, 27,0.000000,0.000000,0.000000,0.000000
962, 263620, 40, 24, 28,0.000000,0.000000,0.000000,0.000000
962, 226475, 40, 25, 24,0.000000,0.000000,0.000030,0.000000
962, 235790, 40, 25, 25,0.000000,0.000000,0.000000,0.000000
962, 245105, 40, 25, 26,0.000000,0.000000,0.000000,0.000000
962, 226590, 40, 26, 24,0.000000,0.000000,0.000001,0.000000
962, 235905, 40, 26, 25,0.000000,0.000000,0.000000,0.000000
962, 245220, 40, 26, 26,0.000000,0.000000,0.000000,0.000000
962, 226705, 40, 27, 24,0.000000,0.000000,0.000000,0.000000
962, 236020, 40, 27, 25,0.000000,0.000000,0.000000,0.000000
962, 217505, 40, 28, 23,0.000000,0.000000,0.000000,0.000000
962, 226820, 40, 28, 24,0.000000,0.000000,0.000000,0.000000
962, 236135, 40, 28, 25,0.000000,0.000000,0.000000,0.000000
962, 217620, 40, 29, 23,0.000000,0.000000,0.000000,0.000000
962, 217735, 40, 30, 23,0.000000,0.000000,0.000000,0.000000
962, 217850, 40, 31, 23,0.000000,0.000000,0.000000,0.000000
962, 217965, 40, 32, 23,0.000000,0.000000,0.000000,0.000000
962, 218080, 40, 33, 23,0.000000,0.000000,0.000000,0.000000
962, 218195, 40, 34, 23,0.000000,0.000000,0.000000,0.000000
962, 218310, 40, 35, 23,0.000000,0.000000,0.000000,0.000000
962, 327906, 41, 16, 35,0.000000,0.000000,0.000000,0.000000
962, 300076, 41, 17, 32,0.000000,0.000000,0.000000,0.000000
962, 309391, 41, 17, 33,0.000000,0.000000,0.000000,0.000000
962, 318706, 41, 17, 34,0.000000,0.000000,0.000000,0.000000
962, 328021, 41, 17, 35,0.000000,0.000000,0.000000,0.000000
962, 290876, 41, 18, 31,0.000000,0.000000,0.000000,0.000000
962, 300191, 41, 18, 32,0.000000,0.000000,0.000000,0.000000
962, 309506, 41, 18, 33,0.000000,0.000000,0.000000,0.000000
962, 318821, 41, 18, 34,0.000000,0.000000,0.000000,0.000000
962, 328136, 41, 18, 35,0.000000,0.000000,0.000000,0.000000
962, 272361, 41, 19, 29,0.000000,0.000000,0.000000,0.000000
962, 281676, 41, 19, 30,0.000000,0.000000,0.000003,0.000000
962, 290991, 41, 19, 31,0.000000,0.000000,0.000000,0.000000
962, 300306, 41, 19, 32,0.000000,0.000000,0.000000,0.000000
962, 309621, 41, 19, 33,0.000000,0.000000,0.000000,0.000000
962, 318936, 41, 19, 34,0.000000,0.000000,0.000000,0.000000
962, 328251, 41, 19, 35,0.000000,0.000000,0.000000,0.000000
962, 263161, 41, 20, 28,0.000000,0.000000,0.000000,0.000000
962, 272476, 41, 20, 29,0.000000,0.000000,0.000000,0.000000
962, 281791, 41, 20, 30,0.000000,0.000000,0.000001,0.000000
962, 291106, 41, 20, 31,0.000000,0.000000,0.000000,0.000000
962, 309736, 41, 20, 33,0.000000,0.000000,0.000000,0.000000
962, 319051, 41, 20, 34,0.000000,0.000000,0.000000,0.000000
962, 253961, 41, 21, 27,0.000000,0.000006,0.000000,0.000000
962, 263276, 41, 21, 28,0.000000,0.000000,0.000000,0.000000
962, 272591, 41, 21, 29,0.000000,0.000000,0.000000,0.000000
962, 281906, 41, 21, 30,0.000000,0.000000,0.000000,0.000000
962, 291221, 41, 21, 31,0.000000,0.000000,0.000000,0.000000
962, 319166, 41, 21, 34,0.000000,0.000000,0.000000,0.000000
962, 244761, 41, 22, 26,0.000000,0.000000,0.000000,0.000000
962, 254076, 41, 22, 27,0.000000,0.000000,0.000000,0.000000
962, 263391, 41, 22, 28,0.000000,0.000000,0.000000,0.000000
962, 272706, 41, 22, 29,0.000000,0.000000,0.000000,0.000000
962, 282021, 41, 22, 30,0.000000,0.000000,0.000000,0.000000
962, 291336, 41, 22, 31,0.000000,0.000000,0.000000,0.000000
962, 235561, 41, 23, 25,0.000003,0.000000,0.000001,0.000000
962, 244876, 41, 23, 26,0.000000,0.000000,0.000000,0.000000
962, 254191, 41, 23, 27,0.000000,0.000000,0.000000,0.000000
962, 263506, 41, 23, 28,0.000000,0.000000,0.000000,0.000000
962, 235676, 41, 24, 25,0.000000,0.000000,0.000000,0.000000
962, 244991, 41, 24, 26,0.000000,0.000000,0.000000,0.000000
962, 254306, 41, 24, 27,0.000000,0.000000,0.000000,0.000000
962, 263621, 41, 24, 28,0.000000,0.000000,0.000000,0.000000
962, 226476, 41, 25, 24,0.000000,0.000000,0.000004,0.000000
962, 235791, 41, 25, 25,0.000000,0.000000,0.000000,0.000000
962, 245106, 41, 25, 26,0.000000,0.000000,0.000000,0.000000
962, 226591, 41, 26, 24,0.000000,0.000000,0.000000,0.000000
962, 235906, 41, 26, 25,0.000000,0.000000,0.000000,0.000000
962, 217391, 41, 27, 23,0.000000,0.000000,0.000000,0.000000
962, 226706, 41, 27, 24,0.000000,0.000000,0.000000,0.000000
962, 236021, 41, 27, 25,0.000000,0.000000,0.000000,0.000000
962, 217506, 41, 28, 23,0.000000,0.000000,0.000000,0.000000
962, 217621, 41, 29, 23,0.000000,0.000000,0.000000,0.000000
962, 217966, 41, 32, 23,0.000000,0.000000,0.000000,0.000000
962, 218081, 41, 33, 23,0.000000,0.000000,0.000000,0.000000
962, 218196, 41, 34, 23,0.000000,0.000000,0.000000,0.000000
962, 318592, 42, 16, 34,0.000000,0.000000,0.000000,0.000000
962, 327907, 42, 16, 35,0.000000,0.000000,0.000000,0.000000
962, 337222, 42, 16, 36,0.000000,0.000000,0.000000,0.000000
962, 300077, 42, 17, 32,0.000000,0.000001,0.000000,0.000000
962, 309392, 42, 17, 33,0.000000,0.000000,0.000000,0.000000
